Zipcode,state_id,county_fips,county_name
951,PR,72137,Toa Baja
96863,HI,15003,Honolulu
34141,FL,12021,Collier
78060,TX,48297,Live Oak
78144,TX,48255,Karnes
78150,TX,48029,Bexar
32026,FL,12007,Bradford
70801,LA,22033,East Baton Rouge
76874,TX,48267,Kimble
32509,FL,12033,Escambia
76685,TX,48145,Falls
76836,TX,48307,McCulloch
85608,AZ,4003,Cochise
76597,TX,48099,Coryell
79920,TX,48141,El Paso
88004,NM,35013,Do??a Ana
76061,TX,48251,Johnson
88055,NM,35017,Grant
75562,TX,48067,Cass
38704,MS,28055,Issaquena
88262,NM,35025,Lea
35013,AL,1009,Blount
29899,SC,45065,McCormick
92280,CA,6071,San Bernardino
71998,AR,5019,Clark
92304,CA,6071,San Bernardino
86313,AZ,4025,Yavapai
92332,CA,6071,San Bernardino
86038,AZ,4005,Coconino
86003,AZ,4005,Coconino
93519,CA,6029,Kern
88421,NM,35047,San Miguel
87573,NM,35047,San Miguel
72467,AR,5031,Craighead
87735,NM,35033,Mora
40964,KY,21095,Harlan
64858,MO,29145,Newton
40816,KY,21131,Leslie
23891,VA,51183,Sussex
41849,KY,21133,Letcher
41760,KY,21193,Perry
24131,VA,51045,Craig
25203,WV,54005,Boone
22509,VA,51057,Essex
25002,WV,54019,Fayette
21890,MD,24039,Somerset
40604,KY,21073,Franklin
63047,MO,29099,Jefferson
95226,CA,6009,Calaveras
25185,WV,54019,Fayette
81232,CO,8043,Fremont
63057,MO,29099,Jefferson
22711,VA,51113,Madison
81239,CO,8051,Gunnison
26282,WV,54083,Randolph
22845,VA,51171,Shenandoah
95721,CA,6017,El Dorado
20373,DC,11001,District of Columbia
20319,DC,11001,District of Columbia
66622,KS,20177,Shawnee
8320,NJ,34011,Cumberland
21746,MD,24043,Washington
21916,MD,24015,Cecil
15510,PA,42111,Somerset
95915,CA,6063,Plumas
80544,CO,8013,Boulder
19472,PA,42091,Montgomery
16699,PA,42021,Cambria
7939,NJ,34035,Somerset
11556,NY,36059,Nassau
44901,OH,39139,Richland
44881,OH,39033,Crawford
7820,NJ,34041,Warren
81653,CO,8081,Moffat
52557,IA,19101,Jefferson
16140,PA,42073,Lawrence
6856,CT,9001,Fairfield
10545,NY,36119,Westchester
12512,NY,36027,Dutchess
82929,WY,56037,Sweetwater
83121,WY,56023,Lincoln
2366,MA,25023,Plymouth
6061,CT,9005,Litchfield
83233,ID,16007,Bear Lake
1066,MA,25015,Hampshire
13024,NY,36011,Cayuga
57117,SD,46099,Minnehaha
12862,NY,36113,Warren
54307,WI,55009,Brown
4944,ME,23025,Somerset
82731,WY,56005,Campbell
55111,MN,27053,Hennepin
97373,OR,41047,Marion
83671,ID,16049,Idaho
97859,OR,41059,Umatilla
55814,MN,27137,St. Louis
99034,WA,53065,Stevens
32831,FL,12095,Orange
64101,MO,29095,Jackson
960,PR,72021,Bayam??n
23160,VA,51145,Powhatan
38738,MS,28133,Sunflower
40063,KY,21155,Marion
94964,CA,6041,Marin
12977,NY,36031,Essex
37140,TN,47081,Hickman
32447,FL,12063,Jackson
22729,VA,51047,Culpeper
31409,GA,13051,Chatham
93524,CA,6029,Kern
21902,MD,24015,Cecil
72320,AR,5077,Lee
15450,PA,42051,Fayette
8327,NJ,34011,Cumberland
92155,CA,6073,San Diego
66031,KS,20091,Johnson
37213,TN,47037,Davidson
93042,CA,6111,Ventura
92140,CA,6073,San Diego
20390,DC,11001,District of Columbia
96857,HI,15003,Honolulu
92055,CA,6073,San Diego
56321,MN,27145,Stearns
72168,AR,5069,Jefferson
14614,NY,36055,Monroe
53295,WI,55079,Milwaukee
28533,NC,37049,Craven
59636,MT,30049,Lewis and Clark
90822,CA,6037,Los Angeles
85707,AZ,4019,Pima
28310,NC,37051,Cumberland
18225,PA,42079,Luzerne
75852,TX,48313,Madison
70712,LA,22125,West Feliciana
89018,NV,32003,Clark
90073,CA,6037,Los Angeles
29409,SC,45019,Charleston
13602,NY,36045,Jefferson
29904,SC,45013,Beaufort
31314,GA,13179,Liberty
12489,NY,36111,Ulster
70076,LA,22095,St. John the Baptist
75861,TX,48001,Anderson
71644,AR,5079,Lincoln
2841,RI,44005,Newport
60141,IL,17031,Cook
92278,CA,6071,San Bernardino
78243,TX,48029,Bexar
14588,NY,36099,Seneca
12821,NY,36115,Washington
45428,OH,39113,Montgomery
47514,IN,18123,Perry
98314,WA,53035,Kitsap
92134,CA,6073,San Diego
8314,NJ,34011,Cumberland
12929,NY,36019,Clinton
58205,ND,38035,Grand Forks
1434,MA,25027,Worcester
38963,MS,28135,Tallahatchie
95646,CA,6003,Alpine
80913,CO,8041,El Paso
85309,AZ,4013,Maricopa
16239,PA,42053,Forest
99510,AK,2185,North Slope
27531,NC,37191,Wayne
32228,FL,12031,Duval
28725,NC,37099,Jackson
39309,MS,28075,Lauderdale
81059,CO,8071,Las Animas
62846,IL,17081,Jefferson
98421,WA,53053,Pierce
30250,GA,13063,Clayton
99519,AK,2185,North Slope
87749,NM,35007,Colfax
96860,HI,15003,Honolulu
59756,MT,30023,Deer Lodge
82450,WY,56029,Park
89426,NV,32013,Humboldt
22211,VA,51013,Arlington
7703,NJ,34025,Monmouth
39866,GA,13037,Calhoun
24635,VA,51185,Tazewell
23045,VA,51115,Mathews
98827,WA,53047,Okanogan
92147,CA,6073,San Diego
87731,NM,35047,San Miguel
31699,GA,13185,Lowndes
72099,AR,5119,Pulaski
19367,PA,42029,Chester
49947,MI,26053,Gogebic
78843,TX,48465,Val Verde
87117,NM,35001,Bernalillo
63738,MO,29207,Stoddard
84753,UT,49021,Iron
80511,CO,8069,Larimer
79916,TX,48141,El Paso
32083,FL,12125,Union
98207,WA,53061,Snohomish
59276,MT,30019,Daniels
31547,GA,13039,Camden
19902,DE,10001,Kent
72325,AR,5035,Crittenden
56720,MN,27069,Kittson
87824,NM,35003,Catron
3754,NH,33019,Sullivan
77002,TX,48201,Harris
88255,NM,35015,Eddy
29905,SC,45013,Beaufort
31062,GA,13009,Baldwin
11430,NY,36081,Queens
23460,VA,51810,Virginia Beach
40434,KY,21109,Jackson
92135,CA,6073,San Diego
96853,HI,15003,Honolulu
89191,NV,32003,Clark
96113,CA,6035,Lassen
29051,SC,45085,Sumter
70442,LA,22105,Tangipahoa
10979,NY,36071,Orange
64433,MO,29147,Nodaway
8808,NJ,34041,Warren
32681,FL,12083,Marion
78635,TX,48031,Blanco
23511,VA,51710,Norfolk
99734,AK,2185,North Slope
84634,UT,49039,Sanpete
8640,NJ,34005,Burlington
70050,LA,22075,Plaquemines
13436,NY,36041,Hamilton
79847,TX,48229,Hudspeth
97752,OR,41013,Crook
30411,GA,13309,Wheeler
62466,IL,17101,Lawrence
13472,NY,36043,Herkimer
86433,AZ,4015,Mohave
17810,PA,42119,Union
17254,PA,42055,Franklin
33744,FL,12103,Pinellas
23461,VA,51810,Virginia Beach
54985,WI,55139,Winnebago
24719,WV,54109,Wyoming
89422,NV,32021,Mineral
25907,WV,54019,Fayette
76311,TX,48485,Wichita
68531,NE,31109,Lancaster
16738,PA,42083,McKean
28308,NC,37051,Cumberland
43925,OH,39081,Jefferson
93252,CA,6029,Kern
25936,WV,54019,Fayette
83424,ID,16081,Teton
87730,NM,35021,Harding
73841,OK,40153,Woodward
17933,PA,42107,Schuylkill
77460,TX,48089,Colorado
70519,LA,22099,St. Martin
28547,NC,37133,Onslow
4057,ME,23005,Cumberland
33493,FL,12099,Palm Beach
12530,NY,36021,Columbia
13834,NY,36077,Otsego
99704,AK,2068,Denali
72528,AR,5065,Izard
73741,OK,40003,Alfalfa
58239,ND,38019,Cavalier
29324,SC,45083,Spartanburg
3911,ME,23031,York
98438,WA,53053,Pierce
88103,NM,35009,Curry
36267,AL,1027,Clay
2561,MA,25001,Barnstable
75851,TX,48225,Houston
35559,AL,1057,Fayette
72379,AR,5041,Desha
20317,DC,11001,District of Columbia
13353,NY,36041,Hamilton
12911,NY,36019,Clinton
71340,LA,22025,Catahoula
23709,VA,51740,Portsmouth
93529,CA,6051,Mono
71480,LA,22059,LaSalle
57052,SD,46067,Hutchinson
72108,AR,5095,Monroe
88424,NM,35059,Union
60539,IL,17089,Kane
83802,ID,16079,Shoshone
95934,CA,6063,Plumas
18246,PA,42079,Luzerne
58705,ND,38101,Ward
37201,TN,47037,Davidson
75247,TX,48113,Dallas
92233,CA,6025,Imperial
38041,TN,47097,Lauderdale
95974,CA,6007,Butte
83337,ID,16025,Camas
49908,MI,26013,Baraga
98195,WA,53033,King
42451,KY,21101,Henderson
82005,WY,56021,Laramie
93641,CA,6019,Fresno
67656,KS,20195,Trego
96111,CA,6091,Sierra
28652,NC,37011,Avery
74103,OK,40143,Tulsa
26273,WV,54083,Randolph
80423,CO,8037,Eagle
4267,ME,23017,Oxford
73705,OK,40047,Garfield
98134,WA,53033,King
32508,FL,12033,Escambia
27986,NC,37091,Hertford
47838,IN,18153,Sullivan
57439,SD,46013,Brown
38425,TN,47181,Wayne
15086,PA,42003,Allegheny
97204,OR,41051,Multnomah
38075,TN,47069,Hardeman
57062,SD,46009,Bon Homme
76837,TX,48095,Concho
65589,MO,29215,Texas
15662,PA,42129,Westmoreland
31012,GA,13091,Dodge
95944,CA,6091,Sierra
96068,CA,6035,Lassen
39534,MS,28047,Harrison
89830,NV,32007,Elko
27503,NC,37063,Durham
74829,OK,40107,Okfuskee
26259,WV,54083,Randolph
36113,AL,1101,Montgomery
31018,GA,13303,Washington
12089,NY,36083,Rensselaer
57481,SD,46013,Brown
56541,MN,27107,Norman
31815,GA,13259,Stewart
41360,KY,21237,Wolfe
25836,WV,54081,Raleigh
23488,VA,51001,Accomack
83227,ID,16037,Custer
59256,MT,30091,Sheridan
63774,MO,29201,Scott
43032,OH,39041,Delaware
72571,AR,5063,Independence
87722,NM,35033,Mora
53501,WI,55105,Rock
97144,OR,41067,Washington
73102,OK,40109,Oklahoma
46391,IN,18091,LaPorte
1937,MA,25009,Essex
99136,WA,53075,Whitman
24430,VA,51015,Augusta
18427,PA,42127,Wayne
49788,MI,26033,Chippewa
57027,SD,46083,Lincoln
71377,LA,22029,Concordia
24724,WV,54055,Mercer
61479,IL,17175,Stark
51111,IA,19193,Woodbury
91934,CA,6073,San Diego
69037,NE,31057,Dundy
97414,OR,41011,Coos
98050,WA,53033,King
76452,TX,48093,Comanche
95431,CA,6097,Sonoma
21402,MD,24003,Anne Arundel
54946,WI,55135,Waupaca
4975,ME,23025,Somerset
54127,WI,55115,Shawano
25132,WV,54039,Kanawha
58065,ND,38003,Barnes
74569,OK,40005,Atoka
47880,IN,18167,Vigo
74939,OK,40079,Le Flore
52307,IA,19095,Iowa
98278,WA,53029,Island
99553,AK,2013,Aleutians East
96774,HI,15001,Hawaii
32445,FL,12063,Jackson
23829,VA,51175,Southampton
47467,IN,18093,Lawrence
15448,PA,42129,Westmoreland
88136,NM,35011,De Baca
13845,NY,36107,Tioga
63102,MO,29510,St. Louis
61602,IL,17143,Peoria
79831,TX,48043,Brewster
72663,AR,5137,Stone
99146,WA,53019,Ferry
39451,MS,28041,Greene
76490,TX,48367,Parker
65062,MO,29073,Gasconade
39115,MS,28053,Humphreys
63560,MO,29211,Sullivan
13859,NY,36077,Otsego
58339,ND,38095,Towner
12722,NY,36105,Sullivan
12864,NY,36041,Hamilton
53023,WI,55117,Sheboygan
87820,NM,35003,Catron
25048,WV,54081,Raleigh
59214,MT,30055,McCone
78236,TX,48029,Bexar
36112,AL,1101,Montgomery
26266,WV,54101,Webster
80828,CO,8073,Lincoln
46922,IN,18049,Fulton
3575,NH,33007,Coos
55003,MN,27163,Washington
32511,FL,12033,Escambia
23551,VA,51710,Norfolk
44285,OH,39133,Portage
4227,ME,23017,Oxford
71316,LA,22029,Concordia
78021,TX,48283,La Salle
23708,VA,51740,Portsmouth
80914,CO,8041,El Paso
18472,PA,42127,Wayne
60088,IL,17097,Lake
87543,NM,35055,Taos
22538,VA,51033,Caroline
96074,CA,6103,Tehama
17943,PA,42107,Schuylkill
13102,NY,36109,Tompkins
14541,NY,36099,Seneca
83322,ID,16025,Camas
4343,ME,23011,Kennebec
59545,MT,30051,Liberty
37732,TN,47151,Scott
24880,WV,54109,Wyoming
95699,CA,6005,Amador
77973,TX,48469,Victoria
15233,PA,42003,Allegheny
57420,SD,46129,Walworth
55029,MN,27059,Isanti
36025,AL,1051,Elmore
85131,AZ,4021,Pinal
38079,TN,47095,Lake
26296,WV,54083,Randolph
68934,NE,31035,Clay
76908,TX,48451,Tom Green
73555,OK,40141,Tillman
82630,WY,56025,Natrona
82925,WY,56035,Sublette
53936,WI,55001,Adams
59926,MT,30029,Flathead
75849,TX,48225,Houston
25030,WV,54015,Clay
61750,IL,17039,De Witt
99001,WA,53063,Spokane
70748,LA,22037,East Feliciana
27826,NC,37095,Hyde
92384,CA,6027,Inyo
12051,NY,36039,Greene
77448,TX,48481,Wharton
75207,TX,48113,Dallas
15004,PA,42125,Washington
97604,OR,41035,Klamath
23915,VA,51117,Mecklenburg
82058,WY,56001,Albany
2071,MA,25021,Norfolk
13115,NY,36075,Oswego
35751,AL,1071,Jackson
88417,NM,35019,Guadalupe
24737,WV,54055,Mercer
26230,WV,54083,Randolph
88268,NM,35015,Eddy
31905,GA,13053,Chattahoochee
23962,VA,51037,Charlotte
65473,MO,29169,Pulaski
19550,PA,42011,Berks
21650,MD,24029,Kent
96130,CA,6035,Lassen
16651,PA,42033,Clearfield
38054,TN,47157,Shelby
92266,CA,6025,Imperial
81054,CO,8011,Bent
81226,CO,8043,Fremont
8858,NJ,34019,Hunterdon
81210,CO,8051,Gunnison
62049,IL,17135,Montgomery
89438,NV,32013,Humboldt
51554,IA,19129,Mills
89834,NV,32007,Elko
18503,PA,42069,Lackawanna
97134,OR,41057,Tillamook
58363,ND,38095,Towner
99579,AK,2164,Lake and Peninsula
59933,MT,30053,Lincoln
88009,NM,35023,Hidalgo
89412,NV,32031,Washoe
16361,PA,42031,Clarion
906,PR,72127,San Juan
36017,AL,1005,Barbour
76367,TX,48485,Wichita
74754,OK,40089,McCurtain
72005,AR,5067,Jackson
93212,CA,6031,Kings
17931,PA,42107,Schuylkill
93204,CA,6031,Kings
93634,CA,6019,Fresno
20129,VA,51107,Loudoun
96010,CA,6105,Trinity
99682,AK,2122,Kenai Peninsula
33122,FL,12086,Miami-Dade
88053,NM,35017,Grant
83283,ID,16041,Franklin
71467,LA,22043,Grant
23604,VA,51700,Newport News
25942,WV,54019,Fayette
47869,IN,18167,Vigo
21717,MD,24021,Frederick
75141,TX,48113,Dallas
39113,MS,28055,Issaquena
22731,VA,51113,Madison
67202,KS,20173,Sedgwick
16321,PA,42053,Forest
69353,NE,31157,Scotts Bluff
97406,OR,41015,Curry
81136,CO,8003,Alamosa
70651,LA,22003,Allen
35034,AL,1007,Bibb
47836,IN,18121,Parke
15689,PA,42129,Westmoreland
97011,OR,41005,Clackamas
22134,VA,51153,Prince William
46958,IN,18103,Miami
43439,OH,39123,Ottawa
12778,NY,36105,Sullivan
87746,NM,35047,San Miguel
24059,VA,51161,Roanoke
77412,TX,48089,Colorado
95640,CA,6005,Amador
36470,AL,1099,Monroe
31001,GA,13315,Wilcox
73547,OK,40055,Greer
87051,NM,35006,Cibola
84781,UT,49053,Washington
80722,CO,8075,Logan
15783,PA,42063,Indiana
2669,MA,25001,Barnstable
29590,SC,45089,Williamsburg
42635,KY,21147,McCreary
96075,CA,6103,Tehama
29207,SC,45079,Richland
89450,NV,32031,Washoe
62353,IL,17009,Brown
83637,ID,16015,Boise
99691,AK,2290,Yukon-Koyukuk
32460,FL,12063,Jackson
48502,MI,26049,Genesee
13623,NY,36089,St. Lawrence
59354,MT,30025,Fallon
78119,TX,48255,Karnes
71414,LA,22069,Natchitoches
25639,WV,54045,Logan
22643,VA,51061,Fauquier
83525,ID,16049,Idaho
98315,WA,53035,Kitsap
39201,MS,28049,Hinds
30905,GA,13245,Richmond
30573,GA,13241,Rabun
37730,TN,47025,Claiborne
81434,CO,8051,Gunnison
95511,CA,6023,Humboldt
14756,NY,36013,Chautauqua
70773,LA,22077,Pointe Coupee
80745,CO,8075,Logan
44080,OH,39055,Geauga
12961,NY,36031,Essex
32542,FL,12091,Okaloosa
88052,NM,35013,Do??a Ana
72060,AR,5145,White
63951,MO,29223,Wayne
93517,CA,6051,Mono
80755,CO,8125,Yuma
13488,NY,36077,Otsego
14011,NY,36121,Wyoming
34140,FL,12021,Collier
78851,TX,48443,Terrell
88042,NM,35051,Sierra
10963,NY,36071,Orange
30453,GA,13267,Tattnall
80840,CO,8041,El Paso
17010,PA,42075,Lebanon
15779,PA,42129,Westmoreland
97028,OR,41005,Clackamas
54561,WI,55125,Vilas
78565,TX,48215,Hidalgo
95231,CA,6077,San Joaquin
45721,OH,39167,Washington
80497,CO,8117,Summit
81638,CO,8081,Moffat
80746,CO,8095,Phillips
58448,ND,38039,Griggs
88354,NM,35035,Otero
38333,TN,47005,Benton
87531,NM,35039,Rio Arriba
40979,KY,21131,Leslie
62523,IL,17115,Macon
53933,WI,55027,Dodge
82434,WY,56003,Big Horn
79326,TX,48279,Lamb
79258,TX,48153,Floyd
67843,KS,20057,Ford
40510,KY,21067,Fayette
16839,PA,42033,Clearfield
18251,PA,42079,Luzerne
13403,NY,36065,Oneida
78215,TX,48029,Bexar
31327,GA,13191,McIntosh
62233,IL,17157,Randolph
63433,MO,29163,Pike
44503,OH,39099,Mahoning
12752,NY,36105,Sullivan
31081,GA,13269,Taylor
93721,CA,6019,Fresno
95545,CA,6023,Humboldt
16401,PA,42049,Erie
53599,WI,55065,Lafayette
85132,AZ,4021,Pinal
86413,AZ,4015,Mohave
72051,AR,5137,Stone
37887,TN,47129,Morgan
93960,CA,6053,Monterey
62995,IL,17087,Johnson
67629,KS,20137,Norton
43711,OH,39121,Noble
29329,SC,45083,Spartanburg
26572,WV,54049,Marion
96076,CA,6105,Trinity
48811,MI,26117,Montcalm
32212,FL,12031,Duval
13774,NY,36025,Delaware
48880,MI,26111,Midland
77617,TX,48167,Galveston
32544,FL,12091,Okaloosa
76869,TX,48319,Mason
77855,TX,48289,Leon
27508,NC,37069,Franklin
41775,KY,21131,Leslie
23021,VA,51115,Mathews
94569,CA,6013,Contra Costa
46125,IN,18109,Morgan
46146,IN,18139,Rush
15420,PA,42051,Fayette
8011,NJ,34005,Burlington
89419,NV,32027,Pershing
15781,PA,42065,Jefferson
82934,WY,56037,Sweetwater
50102,IA,19083,Hardin
14034,NY,36029,Erie
53195,WI,55127,Walworth
13020,NY,36067,Onondaga
12812,NY,36041,Hamilton
97920,OR,41045,Malheur
54643,WI,55053,Jackson
71110,LA,22015,Bossier
88350,NM,35035,Otero
41838,KY,21133,Letcher
23023,VA,51097,King and Queen
62083,IL,17021,Christian
82060,WY,56021,Laramie
51101,IA,19193,Woodbury
27212,NC,37033,Caswell
23922,VA,51135,Nottoway
95327,CA,6109,Tuolumne
25565,WV,54043,Lincoln
10996,NY,36071,Orange
59411,MT,30035,Glacier
31554,GA,13069,Coffee
90021,CA,6037,Los Angeles
87061,NM,35057,Torrance
87070,NM,35057,Torrance
72555,AR,5137,Stone
87564,NM,35055,Taos
47457,IN,18055,Greene
17261,PA,42055,Franklin
50252,IA,19125,Marion
12177,NY,36057,Montgomery
32124,FL,12127,Volusia
32227,FL,12031,Duval
77320,TX,48471,Walker
79908,TX,48141,El Paso
31068,GA,13193,Macon
27982,NC,37055,Dare
43914,OH,39111,Monroe
81640,CO,8081,Moffat
51447,IA,19165,Shelby
99692,AK,2016,Aleutians West
99558,AK,2290,Yukon-Koyukuk
32322,FL,12037,Franklin
32321,FL,12077,Liberty
28735,NC,37089,Henderson
15031,PA,42003,Allegheny
84061,UT,49043,Summit
98834,WA,53047,Okanogan
76939,TX,48451,Tom Green
31037,GA,13091,Dodge
72201,AR,5119,Pulaski
40939,KY,21013,Bell
67105,KS,20191,Sumner
47708,IN,18163,Vanderburgh
95978,CA,6007,Butte
68324,NE,31131,Otoe
57758,SD,46093,Meade
58402,ND,38093,Stutsman
61424,IL,17123,Marshall
77458,TX,48321,Matagorda
71339,LA,22009,Avoyelles
95486,CA,6097,Sonoma
26714,WV,54027,Hampshire
80488,CO,8107,Routt
12582,NY,36027,Dutchess
6332,CT,9015,Windham
50671,IA,19019,Buchanan
79108,TX,48375,Potter
27866,NC,37131,Northampton
67667,KS,20051,Ellis
68450,NE,31097,Johnson
57534,SD,46123,Tripp
99549,AK,2164,Lake and Peninsula
78071,TX,48297,Live Oak
31091,GA,13093,Dooly
41643,KY,21119,Knott
78050,TX,48013,Atascosa
41833,KY,21133,Letcher
18356,PA,42089,Monroe
97125,OR,41067,Washington
98297,WA,53055,San Juan
99583,AK,2013,Aleutians East
32202,FL,12031,Duval
8095,NJ,34007,Camden
50165,IA,19185,Wayne
36603,AL,1097,Mobile
38749,MS,28133,Sunflower
37078,TN,47085,Humphreys
65468,MO,29215,Texas
95325,CA,6043,Mariposa
94104,CA,6075,San Francisco
89043,NV,32017,Lincoln
67417,KS,20029,Cloud
43146,OH,39129,Pickaway
46959,IN,18103,Miami
58002,ND,38017,Cass
78017,TX,48163,Frio
96133,CA,6051,Mono
17256,PA,42055,Franklin
53571,WI,55025,Dane
78406,TX,48355,Nueces
28552,NC,37137,Pamlico
27827,NC,37147,Pitt
35233,AL,1073,Jefferson
43117,OH,39129,Pickaway
80726,CO,8075,Logan
58564,ND,38037,Grant
32465,FL,12045,Gulf
76511,TX,48491,Williamson
72311,AR,5077,Lee
40829,KY,21095,Harlan
88419,NM,35059,Union
65564,MO,29215,Texas
95728,CA,6061,Placer
95569,CA,6023,Humboldt
15752,PA,42063,Indiana
50473,IA,19189,Winnebago
55402,MN,27053,Hennepin
56711,MN,27077,Lake of the Woods
78058,TX,48171,Gillespie
79539,TX,48207,Haskell
41538,KY,21195,Pike
81084,CO,8009,Baca
25810,WV,54109,Wyoming
67628,KS,20183,Smith
61433,IL,17057,Fulton
68975,NE,31035,Clay
60551,IL,17099,LaSalle
48630,MI,26143,Roscommon
83235,ID,16037,Custer
59055,MT,30097,Sweet Grass
58007,ND,38017,Cass
58756,ND,38101,Ward
76882,TX,48083,Coleman
36901,AL,1119,Sumter
92225,CA,6065,Riverside
28347,NC,37153,Richmond
52801,IA,19163,Scott
85320,AZ,4013,Maricopa
73638,OK,40129,Roger Mills
22530,VA,51133,Northumberland
47116,IN,18025,Crawford
89409,NV,32023,Nye
45034,OH,39165,Warren
15007,PA,42003,Allegheny
76544,TX,48027,Bell
36763,AL,1091,Marengo
79607,TX,48441,Taylor
73772,OK,40011,Blaine
87517,NM,35055,Taos
47011,IN,18155,Switzerland
68431,NE,31147,Richardson
89418,NV,32027,Pershing
49320,MI,26107,Mecosta
12970,NY,36033,Franklin
49752,MI,26033,Chippewa
96859,HI,15003,Honolulu
47531,IN,18147,Spencer
89833,NV,32007,Elko
61079,IL,17201,Winnebago
83112,WY,56023,Lincoln
55766,MN,27137,St. Louis
75803,TX,48001,Anderson
85172,AZ,4021,Pinal
39097,MS,28053,Humphreys
87711,NM,35019,Guadalupe
24270,VA,51191,Washington
67112,KS,20095,Kingman
26720,WV,54023,Grant
66955,KS,20201,Washington
68655,NE,31011,Boone
4645,ME,23013,Knox
57426,SD,46013,Brown
58273,ND,38099,Walsh
99612,AK,2013,Aleutians East
99730,AK,2290,Yukon-Koyukuk
32087,FL,12003,Baker
36436,AL,1025,Clarke
72037,AR,5085,Lonoke
42102,KY,21227,Warren
81411,CO,8085,Montrose
25160,WV,54039,Kanawha
67674,KS,20051,Ellis
62701,IL,17167,Sangamon
80482,CO,8049,Grand
18828,PA,42115,Susquehanna
56226,MN,27151,Swift
58476,ND,38093,Stutsman
59477,MT,30013,Cascade
99651,AK,2050,Bethel
33834,FL,12049,Hardee
86023,AZ,4005,Coconino
23952,VA,51111,Lunenburg
25873,WV,54081,Raleigh
80455,CO,8013,Boulder
16332,PA,42031,Clarion
5447,VT,50011,Franklin
70646,LA,22019,Calcasieu
87519,NM,35055,Taos
13633,NY,36089,St. Lawrence
72841,AR,5127,Scott
25115,WV,54019,Fayette
69335,NE,31161,Sheridan
4228,ME,23001,Androscoggin
59026,MT,30009,Carbon
55072,MN,27115,Pine
79512,TX,48335,Mitchell
72152,AR,5069,Jefferson
95041,CA,6087,Santa Cruz
15934,PA,42021,Cambria
62336,IL,17067,Hancock
7114,NJ,34013,Essex
12420,NY,36111,Ulster
4421,ME,23009,Hancock
97840,OR,41001,Baker
79356,TX,48169,Garza
72048,AR,5001,Arkansas
37848,TN,47057,Grainger
41622,KY,21071,Floyd
47574,IN,18123,Perry
22427,VA,51033,Caroline
43070,OH,39021,Champaign
12471,NY,36111,Ulster
14808,NY,36101,Steuben
59722,MT,30077,Powell
32535,FL,12033,Escambia
67061,KS,20007,Barber
47114,IN,18061,Harrison
26430,WV,54021,Gilmer
12733,NY,36105,Sullivan
32830,FL,12095,Orange
73145,OK,40109,Oklahoma
72948,AR,5033,Crawford
63782,MO,29017,Bollinger
95919,CA,6115,Yuba
45787,OH,39167,Washington
80426,CO,8037,Eagle
15447,PA,42051,Fayette
68946,NE,31065,Furnas
83238,ID,16007,Bear Lake
78675,TX,48171,Gillespie
73503,OK,40031,Comanche
24631,VA,51027,Buchanan
26351,WV,54021,Gilmer
44044,OH,39093,Lorain
98255,WA,53057,Skagit
95385,CA,6099,Stanislaus
65081,MO,29135,Moniteau
3215,NH,33009,Grafton
57258,SD,46025,Clark
57421,SD,46091,Marshall
58029,ND,38017,Cass
77705,TX,48245,Jefferson
71034,LA,22081,Red River
38958,MS,28083,Leflore
73051,OK,40027,Cleveland
40070,KY,21103,Henry
45636,OH,39145,Scioto
84665,UT,49039,Sanpete
43786,OH,39111,Monroe
43724,OH,39121,Noble
54970,WI,55137,Waushara
58566,ND,38059,Morton
98068,WA,53037,Kittitas
99783,AK,2180,Nome
31050,GA,13079,Crawford
29424,SC,45019,Charleston
73540,OK,40031,Comanche
27509,NC,37077,Granville
37733,TN,47129,Morgan
87412,NM,35045,San Juan
87524,NM,35055,Taos
65479,MO,29215,Texas
81430,CO,8113,San Miguel
95335,CA,6109,Tuolumne
26285,WV,54083,Randolph
83353,ID,16013,Blaine
5649,VT,50017,Orange
57741,SD,46093,Meade
5901,VT,50009,Essex
76077,TX,48425,Somervell
79534,TX,48151,Fisher
35808,AL,1089,Madison
87538,NM,35047,San Miguel
23857,VA,51025,Brunswick
25036,WV,54019,Fayette
82222,WY,56027,Niobrara
78104,TX,48025,Bee
88254,NM,35015,Eddy
93603,CA,6107,Tulare
93962,CA,6053,Monterey
25211,WV,54015,Clay
95736,CA,6061,Placer
69027,NE,31029,Chase
16871,PA,42033,Clearfield
18460,PA,42127,Wayne
1037,MA,25027,Worcester
59314,MT,30075,Powder River
99326,WA,53021,Franklin
58353,ND,38079,Rolette
70743,LA,22093,St. James
76828,TX,48083,Coleman
35972,AL,1055,Etowah
72567,AR,5137,Stone
81335,CO,8083,Montezuma
15776,PA,42065,Jefferson
51341,IA,19041,Clay
97882,OR,41059,Umatilla
98326,WA,53009,Clallam
58762,ND,38009,Bottineau
78588,TX,48427,Starr
36550,AL,1003,Baldwin
36016,AL,1005,Barbour
71823,AR,5133,Sevier
38879,MS,28081,Lee
28135,NC,37007,Anson
62825,IL,17055,Franklin
94573,CA,6055,Napa
67675,KS,20163,Rooks
17861,PA,42109,Snyder
90013,CA,6037,Los Angeles
38623,MS,28119,Quitman
72519,AR,5065,Izard
27581,NC,37077,Granville
40808,KY,21095,Harlan
81138,CO,8023,Costilla
89317,NV,32033,White Pine
67439,KS,20053,Ellsworth
45033,OH,39061,Hamilton
17263,PA,42055,Franklin
64429,MO,29025,Caldwell
17071,PA,42099,Perry
15361,PA,42125,Washington
