County,State,FIPS Code,Weighted Ed Level,Opioid Prescribing Rate per 100
STEPHENSON,IL,17177,230.0486485307271,73.2
WAYNE,IL,17191,213.6218238879836,72.5
WHITE,IL,17193,222.16269561539548,91.9
WOODFORD,IL,17203,246.57952852960815,27.4
FRANKLIN,IL,17055,218.12884840466134,109.5
MCDONOUGH,IL,17109,275.2001772320157,77.4
MCHENRY,IL,17111,252.3624948464987,56.8
MCLEAN,IL,17113,280.49598512968237,52.7
MOULTRIE,IL,17139,205.26136904357287,30.8
PERRY,IL,17145,213.0712256020869,48.5
PIKE,IL,17149,210.9353421217828,25.6
POPE,IL,17151,226.78899082568807,37.2
ROCK ISLAND,IL,17161,234.2231797818132,75.9
SAINT CLAIR,IL,17163,241.1378307548604,69.0
SHELBY,IL,17173,219.48324659910526,30.1
WABASH,IL,17185,236.13416320885202,91.0
CHAMPAIGN,IL,17019,294.8505862098814,58.8
CALHOUN,IL,17013,217.62303451092504,2.0
CUMBERLAND,IL,17035,217.06578585191303,0.6
FORD,IL,17053,218.18114328136602,3.5
JO DAVIESS,IL,17085,244.0941667422662,27.5
KANE,IL,17089,228.25981012538676,37.5
KENDALL,IL,17093,239.1636094457957,47.8
LAWRENCE,IL,17101,209.01743938749468,76.6
BROWN,IL,17009,222.42674127521715,1.8
MARION,IL,17121,217.93499543140578,117.7
MARSHALL,IL,17123,228.23480083857442,48.3
MASON,IL,17125,217.12456846950522,55.2
IROQUOIS,IL,17075,214.11603471904976,52.1
CHRISTIAN,IL,17021,219.28669328407128,72.5
CLAY,IL,17025,218.94273127753303,62.9
GALLATIN,IL,17059,211.9977037887486,0.6
JACKSON,IL,17077,279.480673263977,91.5
MONROE,IL,17133,256.9074364978215,71.4
PEORIA,IL,17143,247.55325149748853,69.2
UNION,IL,17181,230.80442462500721,142.7
WINNEBAGO,IL,17201,225.09947410890675,86.0
PIATT,IL,17147,250.07606645165214,27.5
PULASKI,IL,17153,205.20119486909155,68.3
SCHUYLER,IL,17169,235.52430023673583,1.4
EDGAR,IL,17045,224.37084587854343,76.4
BOND,IL,17005,231.41364330163205,45.6
BOONE,IL,17007,213.6470412767068,46.4
BUREAU,IL,17011,226.88063297540083,26.5
CARROLL,IL,17015,228.89009793253538,32.4
COLES,IL,17029,259.6631138180434,87.6
CRAWFORD,IL,17033,232.94472780264388,26.5
JERSEY,IL,17083,236.2952959711906,109.9
PUTNAM,IL,17155,231.5196673020274,24.7
DE WITT,IL,17039,228.15281899109792,76.5
FAYETTE,IL,17051,199.35850773430394,54.3
LEE,IL,17103,230.31439284684166,58.9
LOGAN,IL,17107,234.11557243624526,68.1
MACOUPIN,IL,17117,227.03220191470845,33.5
RICHLAND,IL,17159,231.1101360245722,79.6
SALINE,IL,17165,222.46009005321326,192.8
WASHINGTON,IL,17189,237.69284712482465,28.8
MONTGOMERY,IL,17135,216.65923970794915,106.1
WHITESIDE,IL,17195,221.96293754289633,54.0
ADAMS,IL,17001,236.09684519442408,120.3
CLINTON,IL,17027,236.28586609989372,31.2
DEKALB,IL,17037,257.81972375637724,53.4
EDWARDS,IL,17047,223.91171993911715,82.9
JASPER,IL,17079,221.76311407160702,38.3
JEFFERSON,IL,17081,219.46660409823244,104.9
VERMILION,IL,17183,204.76978044869776,85.1
WILL,IL,17197,243.5123239308621,50.0
WILLIAMSON,IL,17199,241.24220104628245,134.3
CLARK,IL,17023,222.92765636774678,22.0
DOUGLAS,IL,17041,197.83156833081193,29.8
EFFINGHAM,IL,17049,231.86102329937944,65.6
FULTON,IL,17057,228.9704195001819,68.7
GREENE,IL,17061,204.22207197055067,2.3
HAMILTON,IL,17065,222.78726238043348,2.0
HARDIN,IL,17069,211.70391732756548,203.8
HENRY,IL,17073,231.67233982557556,55.3
JOHNSON,IL,17087,220.48996046205133,25.8
KNOX,IL,17095,230.223459337408,96.5
LAKE,IL,17097,265.68967573061394,47.5
LIVINGSTON,IL,17105,211.25448223405414,71.3
MASSAC,IL,17127,208.93517884061941,136.4
TAZEWELL,IL,17179,243.28074538772782,81.8
CASS,IL,17017,191.7391304347826,20.5
WARREN,IL,17187,233.6393367376212,69.8
MONROE,IN,18105,299.75767814118365,63.9
FOUNTAIN,IN,18045,207.48495788206978,97.8
ELKHART,IN,18039,188.3675661824131,61.8
STARKE,IN,18149,194.35687538099802,104.5
CRAWFORD,IN,18025,187.01641819211173,45.3
CASS,IN,18017,194.45722652164818,60.5
GREENE,IN,18055,210.29878819647868,75.4
MARION,IN,18097,231.63142418220272,65.3
WAYNE,IN,18177,215.44675386728784,82.8
GRANT,IN,18053,219.10966501515932,91.4
LA SALLE,IL,17099,222.99574452771455,76.6
CLAY,IN,18021,214.32796208530806,83.5
HENDRICKS,IN,18063,251.4617184042486,65.0
DUBOIS,IN,18037,220.93017768234267,90.5
FRANKLIN,IN,18047,211.46923582220273,44.3
HANCOCK,IN,18059,247.5665054413543,67.5
JACKSON,IN,18071,201.88446515452617,73.9
HOWARD,IN,18067,221.48635046145262,113.4
OHIO,IN,18115,218.91388935882253,3.6
OWEN,IN,18119,202.10908049816288,66.5
PARKE,IN,18121,202.6726057906459,33.7
RANDOLPH,IN,18135,200.09522675871915,67.6
WHITLEY,IN,18183,222.0513126848063,78.1
BENTON,IN,18007,205.56131260794473,20.1
BROWN,IN,18013,250.49643499700136,32.9
CLINTON,IN,18023,193.84378370050842,61.2
PUTNAM,IN,18133,220.5284606983992,55.1
UNION,IN,18161,206.1038062283737,43.9
WASHINGTON,IN,18175,193.89002769086918,70.9
DAVIESS,IN,18027,168.64874759740061,71.8
DEARBORN,IN,18029,225.63352433217656,80.5
HENRY,IN,18065,215.56660979670704,86.3
KNOX,IN,18083,227.33363345073218,113.1
LAWRENCE,IN,18093,216.11815454684793,113.6
MADISON,IN,18095,216.61665676753495,98.9
PERRY,IN,18123,207.19226168807532,92.7
PIKE,IN,18125,206.37478951166707,79.1
PULASKI,IN,18131,198.20546979076877,56.5
POSEY,IN,18129,234.1458650728544,48.7
STEUBEN,IN,18151,228.83716880930962,74.0
VERMILLION,IN,18165,208.86601892099205,78.5
WELLS,IN,18179,220.48720896809425,67.1
FLOYD,IN,18043,240.59701102234544,115.9
ALLEN,IN,18003,230.5136411717839,66.8
DECATUR,IN,18031,213.65181268882176,58.2
DELAWARE,IN,18035,245.56400834929016,88.0
MIAMI,IN,18103,203.40779797419177,58.7
JEFFERSON,IN,18077,220.68250085157777,99.0
JENNINGS,IN,18079,193.20043103448273,86.0
JOHNSON,IN,18081,241.09695431811946,75.8
MORGAN,IN,18109,210.47703967900134,101.3
GIBSON,IN,18051,218.41885938802238,80.8
NEWTON,IN,18111,199.51622083096186,21.0
ORANGE,IN,18117,188.89058757580392,86.7
SAINT JOSEPH,IN,18141,235.47966777482847,71.8
KOSCIUSKO,IN,18085,213.80589430894307,64.2
MARSHALL,IN,18099,203.80732375085557,79.6
SWITZERLAND,IN,18155,175.42620325892435,39.7
VANDERBURGH,IN,18163,240.52664287167755,121.5
BLACKFORD,IN,18009,199.09939413787455,71.5
CARROLL,IN,18015,211.0283084925478,23.0
SCOTT,IN,18143,196.77514543461763,124.4
HARRISON,IN,18061,214.71229404309256,89.2
HUNTINGTON,IN,18069,221.02409638554218,69.3
LA PORTE,IN,18091,217.24393038551412,89.1
WABASH,IN,18169,221.0060286360211,84.6
WHITE,IN,18181,212.15041805675688,72.3
JASPER,IN,18073,206.0511839272901,113.9
JAY,IN,18075,179.51864310418344,79.1
MARTIN,IN,18101,201.5167824640376,88.2
PORTER,IN,18127,244.32436630404266,83.2
SHELBY,IN,18145,212.24881030244256,70.1
RIPLEY,IN,18137,209.92175384181587,99.6
SPENCER,IN,18147,213.3430373605046,27.2
SULLIVAN,IN,18153,211.64114832535887,75.8
TIPTON,IN,18159,224.95748855461088,47.4
TIPPECANOE,IN,18157,265.84283188503935,63.7
VIGO,IN,18167,236.92154878716704,95.0
WARRICK,IN,18173,244.33510335980253,75.7
HAMILTON,IN,18057,290.7884412325994,46.9
DE KALB,IN,18033,213.21136299501458,56.8
LAGRANGE,IN,18087,121.51859504132231,20.6
BARTHOLOMEW,IN,18005,244.29551737756717,81.4
RUSH,IN,18139,196.97584252907842,68.7
BOONE,IN,18011,271.67092504721245,56.5
FULTON,IN,18049,201.26625936145055,83.6
LAKE,IN,18089,219.31003859265718,74.9
MONTGOMERY,IN,18107,214.94463017133307,92.0
NOBLE,IN,18113,193.02207882583664,68.5
ADAMS,IN,18001,173.8677251699126,56.9
CLARK,IN,18019,223.04666080614135,90.9
FAYETTE,IN,18041,190.60872534790403,103.4
DELAWARE,IA,19055,218.05379198891842,39.6
JEFFERSON,IA,19101,281.2928392309836,81.5
WAYNE,IA,19185,199.39110070257615,65.3
ALLAMAKEE,IA,19005,213.68723098995696,30.7
LINN,IA,19113,259.0501254499837,56.5
SCOTT,IA,19163,251.43475243887508,64.3
DALLAS,IA,19049,275.6245053423031,19.7
OBRIEN,IA,19141,228.66465863453814,59.9
BENTON,IA,19011,232.17655774779692,10.8
BUTLER,IA,19023,225.97490217244635,17.1
DUBUQUE,IA,19061,248.60983110871794,51.4
FREMONT,IA,19071,235.3042233357194,34.8
HAMILTON,IA,19079,243.8260640747319,55.9
POCAHONTAS,IA,19151,225.73149741824437,58.0
TAYLOR,IA,19173,216.54328934663664,14.5
UNION,IA,19175,222.62943106345523,115.6
VAN BUREN,IA,19177,206.23973727422003,0.4
WORTH,IA,19195,231.44494801386293,0.7
RINGGOLD,IA,19159,229.58283192940235,62.3
ADAMS,IA,19003,230.7001321003963,67.6
ADAIR,IA,19001,225.083426028921,42.1
AUDUBON,IA,19009,220.78445105935913,55.0
CHICKASAW,IA,19037,216.58978583196048,22.7
CLARKE,IA,19039,210.84493363548071,94.7
DAVIS,IA,19051,186.17840163006565,53.6
DICKINSON,IA,19059,272.5,76.2
IDA,IA,19093,227.55204594400576,65.5
JOHNSON,IA,19103,306.16998442097974,28.7
MONROE,IA,19135,210.25025278058644,76.5
TAMA,IA,19171,216.35530285449062,27.2
WAPELLO,IA,19179,221.53393165538915,99.7
SIOUX,IA,19167,229.8080249048772,22.7
FRANKLIN,IA,19069,221.47975982955643,1.1
CALHOUN,IA,19025,236.54982677807214,67.4
CARROLL,IA,19027,229.13647934207947,87.8
CEDAR,IA,19031,240.78288327526133,17.3
CERRO GORDO,IA,19033,249.4157740993184,82.3
FLOYD,IA,19067,233.13003018108654,53.0
GREENE,IA,19073,234.78885695334952,86.9
HARDIN,IA,19083,239.21341145078023,52.6
LOUISA,IA,19115,201.81526962092897,18.8
LUCAS,IA,19117,219.18604651162792,86.4
LYON,IA,19119,213.99744572158366,24.6
WINNEBAGO,IA,19189,238.35941204362257,51.2
PALO ALTO,IA,19147,253.65532381997804,34.1
SHELBY,IA,19165,230.5130818892287,53.3
APPANOOSE,IA,19007,223.4797162668367,103.5
HENRY,IA,19087,231.93053108482258,65.3
IOWA,IA,19095,226.486353274598,28.8
JASPER,IA,19099,224.57256245073256,60.2
PAGE,IA,19145,234.53517832781134,100.7
WINNESHIEK,IA,19191,268.1020656136087,44.0
POWESHIEK,IA,19157,242.86411981766875,51.2
POTTAWATTAMIE,IA,19155,226.14190616055828,80.3
MARSHALL,IA,19127,208.64215831603914,67.6
CLAYTON,IA,19043,216.718423578567,20.3
BOONE,IA,19015,245.52897918956825,56.6
BREMER,IA,19017,257.86750737641967,43.2
BUENA VISTA,IA,19021,202.606902646178,37.4
HOWARD,IA,19089,207.8532346314773,28.0
EMMET,IA,19063,232.9883034882517,52.0
GUTHRIE,IA,19077,231.67666916729183,9.0
HANCOCK,IA,19081,235.4388843314192,0.1
HUMBOLDT,IA,19091,230.15856457333612,52.4
MADISON,IA,19121,229.88549618320616,76.2
MARION,IA,19125,237.48905726446708,56.9
WASHINGTON,IA,19183,221.16768499660557,41.0
WRIGHT,IA,19197,221.8128109452736,38.5
CASS,IA,19029,220.13206272979664,90.2
CHEROKEE,IA,19035,234.17983933661571,38.6
CRAWFORD,IA,19047,184.32665927266362,58.3
DES MOINES,IA,19057,232.69635871200722,85.2
FAYETTE,IA,19065,231.80892795074234,60.4
HARRISON,IA,19085,225.26768103691182,60.6
KOSSUTH,IA,19109,239.29183700382436,34.4
MILLS,IA,19129,233.33556552601618,49.2
MONONA,IA,19133,228.8550479413424,86.6
MUSCATINE,IA,19139,218.28856324115276,56.0
OSCEOLA,IA,19143,213.4656041632786,33.9
POLK,IA,19153,253.18779629094567,70.1
WEBSTER,IA,19187,237.31763432128838,75.9
STORY,IA,19169,306.62648089437675,37.6
WOODBURY,IA,19193,212.66052716388177,65.6
BLACK HAWK,IA,19013,248.63116726835136,63.5
GRUNDY,IA,19075,249.20673466083855,35.5
JACKSON,IA,19097,224.2928538306971,31.5
JONES,IA,19105,226.74418604651163,37.0
LEE,IA,19111,224.66580422595945,110.2
MITCHELL,IA,19131,213.88914939510457,21.6
MONTGOMERY,IA,19137,218.41000097665787,83.8
WARREN,IA,19181,249.40160394818014,38.4
SAC,IA,19161,233.05152979066023,15.6
MAHASKA,IA,19123,230.15559840365904,69.9
PLYMOUTH,IA,19149,225.7002437367643,42.0
BUCHANAN,IA,19019,214.57276906307757,32.2
CLAY,IA,19041,236.94391896015134,100.2
CLINTON,IA,19045,227.1544749616492,71.9
DECATUR,IA,19053,221.19679210363972,54.2
SMITH,KS,20183,241.3755754129434,116.0
GRANT,KS,20067,165.73354069466043,45.3
JACKSON,KS,20085,221.8585797928239,46.0
LOGAN,KS,20109,230.17921146953404,65.9
CHEROKEE,KS,20021,216.0236086044583,36.3
NEMAHA,KS,20131,219.8018821198613,26.5
POTTAWATOMIE,KS,20149,238.5846127307228,0.7
WYANDOTTE,KS,20209,185.49810999405736,60.9
BUTLER,KS,20015,241.98762450950798,88.9
CLAY,KS,20027,239.01011824942094,78.2
LINCOLN,KS,20105,238.3210509452099,0.5
SALINE,KS,20169,231.86467632920085,125.0
SUMNER,KS,20191,223.9072677408296,65.9
TREGO,KS,20195,252.53535701966194,130.7
WILSON,KS,20205,213.88575299164597,72.0
WOODSON,KS,20207,221.46003775959724,0.8
MITCHELL,KS,20123,245.71428571428572,86.3
NESS,KS,20135,232.12262579140287,103.7
OSBORNE,KS,20141,235.96634093376764,148.7
ATCHISON,KS,20005,226.70351026357343,95.1
BOURBON,KS,20011,222.13864606627362,105.6
FINNEY,KS,20055,171.85486697037496,67.2
HAMILTON,KS,20075,181.30484547882486,37.7
KIOWA,KS,20097,243.1458003169572,75.5
LEAVENWORTH,KS,20103,249.86579972025856,39.8
SHAWNEE,KS,20177,242.97670299116555,90.9
SHERMAN,KS,20181,231.82197032838806,78.8
STANTON,KS,20187,190.79259610821074,88.4
THOMAS,KS,20193,247.3556773289155,83.9
MEADE,KS,20119,198.1839348079162,0.9
MONTGOMERY,KS,20125,226.22598093416607,115.7
MORRIS,KS,20127,221.3559322033898,1.7
PRATT,KS,20151,238.10754912099276,159.9
RAWLINS,KS,20153,262.1825396825397,0.6
ROOKS,KS,20163,243.47319347319348,2.4
ANDERSON,KS,20003,218.4183673469388,0.8
CLARK,KS,20025,250.02393489707995,0.8
ELLSWORTH,KS,20053,243.2317169483494,67.1
GEARY,KS,20061,209.85305620739746,56.5
HARPER,KS,20077,212.02575704838148,70.7
FORD,KS,20057,169.952103410468,67.4
RUSSELL,KS,20167,242.3643910118792,2.5
LYON,KS,20111,238.31301423337936,71.0
MARSHALL,KS,20117,223.44051120803326,31.7
PAWNEE,KS,20145,244.89374262101535,45.9
ALLEN,KS,20001,232.08908406524463,96.8
CHEYENNE,KS,20023,244.11654837504668,104.3
COMANCHE,KS,20033,230.49971280873064,0.6
COWLEY,KS,20035,227.15772976603603,91.7
ELK,KS,20049,224.13793103448276,3.0
GOVE,KS,20063,238.67781155015197,49.1
FRANKLIN,KS,20059,222.33681003164187,94.7
HARVEY,KS,20079,244.06193235879252,80.9
HODGEMAN,KS,20083,245.1733333333333,0.7
JEWELL,KS,20089,235.97705028687145,0.4
KEARNY,KS,20093,181.88756041719665,40.4
RICE,KS,20159,232.53952168625864,39.7
MCPHERSON,KS,20113,245.4084467907752,75.9
OSAGE,KS,20139,225.04718761796906,1.9
GREELEY,KS,20071,238.6776859504132,95.1
COFFEY,KS,20031,232.70893371757924,3.1
CRAWFORD,KS,20037,250.01918207626792,93.5
ELLIS,KS,20051,266.9356235065969,95.9
GREENWOOD,KS,20073,226.72233820459292,1.2
LABETTE,KS,20099,218.0946820415511,100.2
LINN,KS,20107,208.98771089356384,3.8
SEDGWICK,KS,20173,235.80327689016698,93.1
SEWARD,KS,20175,154.63221195746905,99.5
REPUBLIC,KS,20157,260.12752391073326,2.4
GRAHAM,KS,20065,252.2061694650527,118.5
JOHNSON,KS,20091,299.86782930803025,59.1
DOUGLAS,KS,20045,304.4344091132879,59.1
SHERIDAN,KS,20179,241.60993191830198,1.3
MIAMI,KS,20121,237.83964095099464,42.3
GRAY,KS,20069,185.77614923384408,19.6
WALLACE,KS,20199,229.03834066624765,40.6
STEVENS,KS,20189,180.47378505486847,22.0
WASHINGTON,KS,20201,229.3610911701364,84.4
CHAUTAUQUA,KS,20019,216.37956204379563,9.0
MORTON,KS,20129,194.67758444216992,115.6
NORTON,KS,20137,227.71847295096796,85.2
RENO,KS,20155,226.86710858585857,97.5
BARTON,KS,20009,217.35692910185833,99.3
CLOUD,KS,20029,237.54760091393752,38.6
EDWARDS,KS,20047,214.969450101833,64.2
HASKELL,KS,20081,169.34574859103162,2.3
LANE,KS,20101,237.4265569917744,75.5
RUSH,KS,20165,246.32895158704713,46.2
SCOTT,KS,20171,226.78177072876932,90.4
MARION,KS,20115,236.6261272441466,29.9
NEOSHO,KS,20133,230.27330495403788,45.6
BROWN,KS,20013,222.18570254724733,46.5
OTTAWA,KS,20143,233.2046332046332,0.8
PHILLIPS,KS,20147,231.91333088505326,2.5
RILEY,KS,20161,294.45941661382375,62.5
BARBER,KS,20007,227.48216106014272,3.0
DECATUR,KS,20039,246.00484261501214,59.8
DICKINSON,KS,20041,223.02473645757226,1.7
JEFFERSON,KS,20087,225.23334747560455,0.8
HARRISON,KY,21097,195.7917337627483,78.4
BUTLER,KY,21031,185.44169611307422,72.7
TRIMBLE,KY,21223,193.57249626307922,52.8
EDMONSON,KY,21061,195.87167371300674,61.5
HICKMAN,KY,21105,183.93513513513514,53.9
BRACKEN,KY,21023,193.8535414165666,16.6
LYON,KY,21143,227.99951620706338,106.9
NELSON,KY,21179,214.0679355653542,85.2
WAYNE,KY,21231,178.07848443843034,113.5
LEWIS,KY,21135,179.25543678584594,18.7
MARION,KY,21155,187.4321179208689,97.2
TRIGG,KY,21221,220.887582248355,65.9
WOODFORD,KY,21239,250.7146453886974,59.3
BOONE,KY,21015,243.09377985933804,80.3
LESLIE,KY,21131,165.89030803906837,177.5
JESSAMINE,KY,21113,233.51075154353842,78.9
KNOX,KY,21121,162.79913441955193,82.1
LAWRENCE,KY,21127,180.92653370361018,90.1
LETCHER,KY,21133,188.37947068793184,126.7
LIVINGSTON,KY,21139,189.6210163652024,5.3
MCCRACKEN,KY,21145,238.08225472926398,162.4
PIKE,KY,21195,191.3665443444939,191.4
SHELBY,KY,21211,224.55761384215924,61.8
WHITLEY,KY,21235,200.12768201626557,220.9
ANDERSON,KY,21005,216.70527319798336,78.2
BRECKINRIDGE,KY,21027,183.53759191636237,36.2
FLOYD,KY,21071,188.97374956605333,215.9
FRANKLIN,KY,21073,241.23356481018232,81.9
KENTON,KY,21117,241.74172342929626,66.4
MCCREARY,KY,21147,169.78251070543158,120.9
MADISON,KY,21151,246.07133158323526,74.9
MAGOFFIN,KY,21153,173.19877962919503,135.7
METCALFE,KY,21169,181.24124124124123,67.0
OWSLEY,KY,21189,182.74405158994884,229.3
ROWAN,KY,21205,241.56280747786155,96.9
SIMPSON,KY,21213,198.12650299200268,90.1
TAYLOR,KY,21217,210.855703377155,92.5
CLARK,KY,21049,220.64490868920774,90.5
TODD,KY,21219,172.9498262907005,5.0
CARLISLE,KY,21039,209.89775051124747,65.3
CARROLL,KY,21041,175.53997194950912,137.9
CLINTON,KY,21053,174.4220219435737,131.6
ESTILL,KY,21065,173.34167709637043,132.1
GALLATIN,KY,21077,177.87794729542298,37.5
GARRARD,KY,21079,200.9926854754441,41.9
GREENUP,KY,21089,220.6209041430634,60.0
FLEMING,KY,21069,186.95142955563213,61.1
CAMPBELL,KY,21037,254.35928717702933,76.8
CARTER,KY,21043,190.33047288661675,65.5
ELLIOTT,KY,21063,179.60971724412587,33.9
GRANT,KY,21081,182.03629032258064,100.6
JEFFERSON,KY,21111,253.66323991532985,76.5
LARUE,KY,21123,201.1062260672245,78.4
LOGAN,KY,21141,194.70704361753639,102.3
MASON,KY,21161,216.1472592765189,95.0
MERCER,KY,21167,210.64178127046497,81.4
PENDLETON,KY,21191,195.41637990364762,46.8
RUSSELL,KY,21207,188.00406068467657,110.7
SPENCER,KY,21215,227.0819453697535,38.2
WASHINGTON,KY,21229,205.10875906325526,40.0
BATH,KY,21011,175.9537287718435,47.9
BALLARD,KY,21007,211.2733071638862,80.6
BARREN,KY,21009,194.85466857063892,115.0
BOYLE,KY,21021,232.78809659758844,93.8
GREEN,KY,21087,181.09380659181457,57.4
HANCOCK,KY,21091,194.41379310344828,24.3
HARLAN,KY,21095,179.63917525773195,120.8
MARTIN,KY,21159,176.41889117043124,133.8
HARDIN,KY,21093,230.84801158785135,80.9
LINCOLN,KY,21137,180.0106500634908,62.9
MCLEAN,KY,21149,196.20767012071357,81.5
MONROE,KY,21171,187.8440582433067,104.1
OHIO,KY,21183,184.89319258581997,99.5
POWELL,KY,21197,181.74750991983157,141.0
UNION,KY,21225,198.61213543412674,113.7
WEBSTER,KY,21233,181.94992412746586,82.1
CALDWELL,KY,21033,211.45367537459796,124.0
CALLOWAY,KY,21035,255.20509633312616,86.7
CASEY,KY,21045,181.93609617209742,86.1
CHRISTIAN,KY,21047,198.52011375245036,56.2
DAVIESS,KY,21059,223.8620564589252,91.4
GRAYSON,KY,21085,180.15997550614262,122.0
HENDERSON,KY,21101,213.31618092190607,127.0
HENRY,KY,21103,186.47700452892772,54.9
HOPKINS,KY,21107,206.5477873219528,121.4
JACKSON,KY,21109,171.9949136061037,51.1
LAUREL,KY,21125,188.06697717901204,89.4
MARSHALL,KY,21157,220.94171985758732,101.5
MEADE,KY,21163,213.66512020244625,53.2
MONTGOMERY,KY,21173,199.03811252268605,130.7
NICHOLAS,KY,21181,185.0021243449936,28.8
OLDHAM,KY,21185,263.01579688394474,52.0
OWEN,KY,21187,183.67958075987272,36.5
ROCKCASTLE,KY,21203,183.33630686886704,69.4
SCOTT,KY,21209,233.69710637972554,70.9
WARREN,KY,21227,241.80691949864325,83.5
ALLEN,KY,21003,190.69226294357185,79.9
BOURBON,KY,21017,211.53519508417847,90.8
BOYD,KY,21019,230.28296827950334,78.6
BULLITT,KY,21029,206.56050469334284,63.1
CRITTENDEN,KY,21055,194.76731483504477,100.7
FAYETTE,KY,21067,279.36618757318894,55.6
FULTON,KY,21075,200.2077009106886,157.7
JOHNSON,KY,21115,202.7228581338883,168.1
KNOTT,KY,21119,192.861695347355,81.5
MENIFEE,KY,21165,186.3344303400721,37.8
MORGAN,KY,21175,191.10759731947894,82.3
MUHLENBERG,KY,21177,191.43902673899785,97.9
PERRY,KY,21193,191.21080171246663,198.7
PULASKI,KY,21199,201.0723106261919,83.4
WOLFE,KY,21237,161.01227416908011,122.7
CLAY,KY,21051,159.29742164286398,187.4
ADAIR,KY,21001,201.6369664318276,99.1
BELL,KY,21013,168.66649677818634,228.4
BREATHITT,KY,21025,187.19493823440794,173.5
CUMBERLAND,KY,21057,194.58778173190987,148.6
GRAVES,KY,21083,202.0746665235245,87.9
HART,KY,21099,173.26641843397553,57.3
LEE,KY,21129,167.8427869584636,132.3
HANCOCK,ME,23009,275.81515752368364,53.0
OXFORD,ME,23017,230.1712388607374,61.2
LINCOLN,ME,23015,276.07948032097823,37.8
WALDO,ME,23027,261.76171079429736,38.6
PENOBSCOT,ME,23019,254.9053085025347,60.0
PISCATAQUIS,ME,23021,234.75235849056602,63.4
ANDROSCOGGIN,ME,23001,230.56831629657927,58.9
AROOSTOOK,ME,23003,229.5322486926206,63.5
WASHINGTON,ME,23029,232.42725158695242,58.5
CUMBERLAND,ME,23005,299.23229347138215,44.3
KNOX,ME,23013,264.4836272040302,55.1
SAGADAHOC,ME,23023,272.4800136561495,50.0
YORK,ME,23031,264.2106882960875,52.9
KENNEBEC,ME,23011,252.24711226904338,83.9
FRANKLIN,ME,23007,254.10411903105012,49.4
SOMERSET,ME,23025,223.87535788524139,61.9
VERMILION,LA,22113,170.78758710583043,61.4
SAINT CHARLES,LA,22089,215.88529813381888,67.8
LAFOURCHE,LA,22057,186.08325179386821,86.7
CONCORDIA,LA,22029,179.77833852852407,91.5
TENSAS,LA,22107,171.34772584363864,64.1
WEST FELICIANA,LA,22125,230.70369406867843,43.0
JEFFERSON DAVIS,LA,22053,185.13930902722495,88.4
SAINT JAMES,LA,22093,195.59227367931115,77.6
GRANT,LA,22043,189.26698049764627,44.6
JEFFERSON,LA,22051,228.00053999881018,95.7
BEAUREGARD,LA,22011,195.82490846494346,71.1
BIENVILLE,LA,22013,200.06518904823992,60.4
BOSSIER,LA,22015,229.3162977931232,89.1
EAST FELICIANA,LA,22037,195.51475476908914,41.0
ST JOHN THE BAPTIST,LA,22095,199.90129691265923,92.8
PLAQUEMINES,LA,22075,194.91322561340513,38.6
OUACHITA,LA,22073,215.1930858578433,102.7
RAPIDES,LA,22079,205.14688067837676,133.3
WASHINGTON,LA,22117,178.3547546771728,125.8
SAINT LANDRY,LA,22097,169.77147642976792,137.2
TANGIPAHOA,LA,22105,203.6662786185487,115.4
ACADIA,LA,22001,173.72338556391458,72.1
SAINT MARY,LA,22101,173.323443265244,98.0
WEST CARROLL,LA,22123,176.86712790491399,51.9
SAINT TAMMANY,LA,22103,244.78433072098431,92.0
UNION,LA,22111,195.50960642499,83.2
CALDWELL,LA,22021,177.45000000000002,46.7
CADDO,LA,22017,220.6357614838949,105.6
EAST CARROLL,LA,22035,169.81415687346268,92.8
ASCENSION,LA,22005,219.98002165719515,85.1
LAFAYETTE,LA,22055,237.703479830416,86.6
EVANGELINE,LA,22039,168.82074074074072,171.3
IBERIA,LA,22045,174.01903307610505,88.2
LINCOLN,LA,22061,262.86814203971727,81.1
SAINT BERNARD,LA,22087,182.88548161626022,114.7
SAINT HELENA,LA,22091,182.83376153772957,75.6
WEBSTER,LA,22119,198.21941412981045,107.1
WEST BATON ROUGE,LA,22121,204.6085116388432,87.7
DE SOTO,LA,22031,189.85053747607128,66.1
IBERVILLE,LA,22047,193.51488436688606,73.3
RED RIVER,LA,22081,194.25656310902212,105.7
LIVINGSTON,LA,22063,196.10856626013887,93.8
MOREHOUSE,LA,22067,182.08063902624568,111.9
NATCHITOCHES,LA,22069,214.24291311362063,76.5
ORLEANS,LA,22071,262.7293383000757,59.8
TERREBONNE,LA,22109,179.48915244943265,90.9
CATAHOULA,LA,22025,183.3831142970928,100.2
CALCASIEU,LA,22019,215.00354711626997,97.3
CLAIBORNE,LA,22027,196.26902307314674,94.9
FRANKLIN,LA,22041,170.44339807730037,110.8
AVOYELLES,LA,22009,172.7095753741331,112.9
ASSUMPTION,LA,22007,172.83772562388003,29.2
JACKSON,LA,22049,187.91374122367102,73.2
EAST BATON ROUGE,LA,22033,251.41639789585514,81.7
POINTE COUPEE,LA,22077,193.82605181626332,84.5
RICHLAND,LA,22083,188.09835588534847,140.8
SAINT MARTIN,LA,22099,185.00997966759314,70.3
VERNON,LA,22115,204.29815435595114,70.3
WINN,LA,22127,189.37871642403115,98.1
